시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
포항사랑실천의집,경상북도 포항시 남구 새천년대로410번길11-5(대잠동),,사랑실천봉사회,054-278-0810,포항사랑실천의집,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+화+목+금+토,,,36.01253505,129.3447432,2023-04-06,5020000,경상북도 포항시
오천무료급식소,경상북도 포항시 남구 오천읍 해병로 259번길11,,오은봉사회,054-291-6833,오천무료급식소,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+수+금,,,35.97227416,129.4121928,2023-04-06,5020000,경상북도 포항시
연일무료급식소,경상북도 포항시 남구 연일읍 철강로 71번길 13,,포항노년자원봉사회,054-275-5908,연일무료급식소,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+화+수+목+금,,,35.99149327,129.3505528,2023-04-06,5020000,경상북도 포항시
청림행복나눔의집,경상북도 포항시 남구 청림서길 77(청림동),,포항소년소녀가장돕기후원회,054-281-1033,청림행복나눔의집,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+화+수+목+금,,,35.99758643,129.4061871,2023-04-06,5020000,경상북도 포항시
강성무료급식소,경상북도 포항시 남구 해동로129번길 11-5(해도동),,강성교회,054-281-9997,강성무료급식소,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+화+수+목+금,,,36.0304394,129.370265,2023-04-06,5020000,경상북도 포항시
사랑의무료급식소,인천광역시 연수구 함박뫼로 220,인천광역시 연수구 연수동 581,대한적십자사봉사회인천지사봉사회연수구지부협의회,032-812-9582,사랑의무료급식소,"저소득 노인, 독거노인",중식(11:30-13:00),월+화+수+목+금,,,37.41964519,126.6899721,2023-03-31,3520000,인천광역시 연수구
연수구노인복지관,인천광역시 연수구 함박뫼로 194,인천광역시 연수구 연수동 580,연수구노인복지관,032-811-2661,연수구노인복지관,"저소득 노인, 독거노인",중식(11:30-13:00),월+화+수+목+금,,,37.42110245,126.6877626,2023-03-31,3520000,인천광역시 연수구
청학노인복지관,인천광역시 연수구 청학로12번길 53,인천광역시 연수구 청학동 539-3,청학노인복지관,032-831-7131,청학노인복지관,"저소득 노인, 독거노인",중식(11:30-13:00),월+화+수+목+금,,,37.42767715,126.666614,2023-03-31,3520000,인천광역시 연수구
송도노인복지관,인천광역시 연수구 송도교육로61,인천광역시 연수구 송도동 194-2,송도노인복지관,032-716-9919,송도노인복지관,"저소득 노인, 독거노인",중식(11:30-13:00),월+화+수+목+금,,,37.37161228,126.6598574,2023-03-31,3520000,인천광역시 연수구
연수종합사회복지관,인천광역시 연수구 원인재로 212,인천광역시 연수구 연수동 582-2,연수종합사회복지관,032-811-8012,연수종합사회복지관,"저소득 노인, 독거노인",중식(11:30-13:00),월+화+수+목+금,,,37.4150145,126.687503,2023-03-31,3520000,인천광역시 연수구
선학종합사회복지관,인천광역시 연수구 선학로 14,인천광역시 연수구 선학동 347,선학종합사회복지관,032-813-6453,각 수급자 가정,거동불편 저소득 재가노인,중식(11:30-13:00),월+화+수+목+금,,,37.41785053,126.6950897,2023-03-31,3520000,인천광역시 연수구
성생녹촌2리마을회,경기도 남양주시 화도읍 마치로 316,경기도 남양주시 화도읍 묵현리 372-52,성생녹촌2리마을회,031-511-3145,성생녹촌2리마을회,저소득 취약계층 어르신,11:00 - 13:00,월+화+수+목+금+토,,,37.65426388,127.2810593,2023-05-22,3990000,경기도 남양주시
양평군장애인복지관,경기도 양평군 양평읍 중앙로 111번길 36-1,경기도 양평군 양평읍 공흥리 310-4,양평군장애인복지관,031-773-9080,양평군장애인복지관(3층),저소득층 장애인,중식(11:30-12:30),월+화+수+목+금,2014-09-01,,37.49677474,127.5037771,2023-05-24,4170000,경기도 양평군
가평군노인복지관,경기도 가평군 가평읍 가화로 161,경기도 가평군 가평읍 읍내리 625-8,가평군노인복지관,031-581-0760,가평군노인복지관,60세이상 노인,중식(12:00-13:00),월+화+수+목+금,2002-01-01,,37.8336279,127.5112023,2023-05-24,4160000,경기도 가평군
청평노인복지관,"경기도 가평군 청평면 은고개로 39, 청평호반문화체육센터 2층",경기도 가평군 청평면 청평리 333-13,청평노인복지관,031-582-8879,청평노인복지관,60세이상 노인,중식(12:00-13:00),월+화+수+목+금,2020-01-01,,37.7392117,127.4243265,2023-05-24,4160000,경기도 가평군
정읍시노인복지관,전라북도 정읍시 금붕1길 212,전라북도 정읍시 금붕동 949-10,정읍시노인복지관,063-538-3606,경로식당,결식노인,중식(11:50-13:00),월+화+수+목+금,2023-01-01,2023-12-31,35.55378346,126.8931938,2023-05-22,4690000,전라북도 정읍시
정읍시북부노인복지관,전라북도 정읍시 신태인읍 신태인중앙로 40,전라북도 정읍시 신태인읍 신태인리 66-2,정읍시북부노인복지관,063-571-9051,경로식당,결식노인,중식(10:30-12:30),월+화+수+목+금,2023-01-01,2023-12-31,35.6890005,126.8894918,2023-05-22,4690000,전라북도 정읍시
섬진강댐노인복지관,"전라북도 정읍시 칠보면 칠보중앙로 103-33, (시산리)",전라북도 정읍시 칠보중앙로103-33,섬진강댐노인복지관,063-531-0063,경로식당,결식노인,중식(11:50-13:00),월+화+수+목+금,2023-01-01,2023-12-31,35.60318185,126.9911197,2023-05-22,4690000,전라북도 정읍시
수택경로식당,경기도 구리시 벌말로185번길 28,경기도 구리시 수택동 275-3,천주교 구리성당,031-555-8715,수택경로식당,저소득노인,12:00,월+화+수+목+금,2019-01-01,2023-12-31,37.59344795,127.1488239,2023-05-18,3980000,경기도 구리시
인창경로식당,경기도 구리시 동구릉로48,경기도 구리시 인창동 575-18,조계종제25교구 봉선사,031-553-6598,인창경로식당,저소득노인,12:00,월+화+수+목+금,2019-01-01,2023-12-31,37.604389,127.133702,2023-05-18,3980000,경기도 구리시
딸기원경로식당,경기도 구리시 딸기원중문길29,경기도 구리시 교문동 327-168,딸기원마을운영위원회,031-554-8640,딸기원경로식당,저소득노인,12:00,월+화+수+목+금,2019-01-01,2023-12-31,37.60316553,127.1203165,2023-05-18,3980000,경기도 구리시
농성빛여울채종합사회복지관,광주광역시 서구 월산로 164-3 농성빛여울채아파트,광주광역시 서구 농성동 700,농성빛여울채종합사회복지관,062-361-2233,농성빛여울채종합사회복지관,60세이상 수급자+저소득노인,중식(12:00~13:00),월+화+수+목+금+토,2020-07-01,,35.15344008,126.8952833,2022-11-28,3600000,광주광역시 서구
북구노인종합복지관,광주광역시 북구 군왕로 130번길 30(두암동),광주광역시 북구 두암동 456-9,북구노인종합복지관,062-266-7727,북구노인종합복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금+토,1992-11-17,,35.172359,126.934359,2022-11-30,3620000,광주광역시 북구
각화종합사회복지관,광주광역시 북구 군왕로 207번길 6(각화동),광주광역시 북구 각화동 202,각화종합사회복지관,062-265-1052,각화종합사회복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,1996-01-03,,35.179654,126.935649,2022-11-30,3620000,광주광역시 북구
오치종합사회복지관,광주광역시 북구 서하로 194번길 6(오치동),광주광역시 북구 오치동 1003,오치종합사회복지관,062-263-8200,오치종합사회복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,1996-01-03,,35.185439,126.900976,2022-11-30,3620000,광주광역시 북구
무등종합사회복지관,광주광역시 북구 삼정로 10(두암동),광주광역시 북구 두암동 969-6,무등종합사회복지관,062-268-0093,무등종합사회복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,1996-01-03,,35.163055,126.937317,2022-11-30,3620000,광주광역시 북구
우산종합사회복지관,광주광역시 북구 중문로 55(우산동),광주광역시 북구 우산동 633-1,우산종합사회복지관,062-266-3853,우산종합사회복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,1996-11-18,,35.17800347,126.9187881,2022-11-30,3620000,광주광역시 북구
두암종합사회복지관,광주광역시 북구 삼정로 7(두암동),광주광역시 북구 두암동 968-1,두암종합사회복지관,062-266-8183,두암종합사회복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,1996-11-20,,35.16528946,126.9345848,2022-11-30,3620000,광주광역시 북구
시민종합사회복지관,광주광역시 북구 양일로 76-1(양산동),광주광역시 북구 양산동 657-2,시민종합사회복지관,062-571-4100,시민종합사회복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,2001-11-01,,35.19740459,126.8730537,2022-11-30,3620000,광주광역시 북구
북구노인복지센터,광주광역시 북구 천지인로 173번길 9(문흥동),광주광역시 북구 문흥동 1009-1,한울복지재단,062-512-3521,북구노인복지센터,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,2007-04-26,,35.183911,126.917543,2022-11-30,3620000,광주광역시 북구
태봉노인복지관,광주광역시 북구 서암대로 132번길 11-10(신안동),광주광역시 북구 신안동 234-10,한국청소년인권센터,062-266-7727,태봉노인복지관,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,2015-10-19,2022-12-31,35.169196,126.8990823,2022-11-30,3620000,광주광역시 북구
동암교회,광주광역시 북구 동운로 213번길 22(운암동),광주광역시 북구 운암동 865,동암교회,062-513-7620,동암교회,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,2005-04-11,,35.17524423,126.8737381,2022-11-30,3620000,광주광역시 북구
예은교회,광주광역시 북구 군왕로 168번길 50(두암동),광주광역시 북구 두암동 54-5,예은교회,062-263-8004,예은교회,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,2007-01-01,,35.17553339,126.936276,2022-11-30,3620000,광주광역시 북구
중앙장로교회,광주광역시 북구 우치로 219(오치동),광주광역시 북구 오치동 865-14,중앙장로교회,062-265-1389,중앙장로교회,저소득층독거노인,중식(12:00-13:00),월+화+수+목+금,2017-01-01,,35.18451618,126.9056858,2022-11-30,3620000,광주광역시 북구
군서면 복지회관,전라남도 영암군 군서면 왕인로 762,전라남도 영암군 군서면 월곡리 744-2,군서면 노인회,061-473-6191,군서면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.779576,126.6504457,2022-11-09,4940000,전라남도 영암군
본동종합사회복지관,서울특별시 동작구 노량진로32길 79,서울특별시 동작구 본동 16-3,본동종합사회복지관,02-817-8052,본동종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.51053278,126.9568887,2022-10-14,3190000,서울특별시 동작구
동작이수사회복지관,서울특별시 동작구 동작대로35차길 7,서울특별시 동작구 사당동 52-3,동작이수사회복지관,02-592-3721,동작이수사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.49312014,126.9768776,2022-10-14,3190000,서울특별시 동작구
사당종합사회복지관,서울특별시 동작구 사당로14길 20,서울특별시 동작구 사당동 268-6,사당종합사회복지관,02-597-3710,사당종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:20~12:30),월+화+수+목+금+토,2020-01-01,2021-12-31,37.48327274,126.9714535,2022-10-14,3190000,서울특별시 동작구
동작종합사회복지관,서울특별시 동작구 등용로47,서울특별시 동작구 대방동 5-1,동작종합사회복지관,02-814-8114,동작종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.50571412,126.9334168,2022-10-14,3190000,서울특별시 동작구
대방종합사회복지관,서울특별시 동작구 여의대방로44길 47,서울특별시 동작구 대방동 503,대방종합사회복지관,02-826-2900,대방종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:30),월+화+수+목+금+토,2020-01-01,2021-12-31,37.5099255,126.9304271,2022-10-14,3190000,서울특별시 동작구
사당어르신종합복지관,서울특별시 동작구 남부순환로2081,서울특별시 동작구 사당동 1044-42,사당노인종합복지관,02-580-2403,사당어르신종합복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:50),월+화+수+목+금,2020-01-01,2021-12-31,37.47701786,126.9798536,2022-10-14,3190000,서울특별시 동작구
나주시니어클럽,전라남도 나주시 노안면 건재로 596,전라남도 나주시 노안면 학산리 386-24,나주시니어클럽,061-334-7090,공산경로당,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
나주시니어클럽,전라남도 나주시 노안면 건재로 596,전라남도 나주시 노안면 학산리 386-24,나주시니어클럽,061-334-7090,동강경로당,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
나주시니어클럽,전라남도 나주시 노안면 건재로 596,전라남도 나주시 노안면 학산리 386-24,나주시니어클럽,061-334-7090,왕곡여자경로당,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
나주시니어클럽,전라남도 나주시 노안면 건재로 596,전라남도 나주시 노안면 학산리 386-24,나주시니어클럽,061-334-7090,반남면행정복지센터,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
나주시니어클럽,전라남도 나주시 노안면 건재로 596,전라남도 나주시 노안면 학산리 386-24,나주시니어클럽,061-334-7090,봉황경로당,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
광주서구가족센터,광주광역시 서구 상무대로1224번길 18 광주서구가족센터,광주광역시 서구 양동 385-30,광주서구가족센터,062-369-0072,광주서구가족센터,60세이상 수급자+저소득노인,중식(11:30~12:30),월+화+수+목+금+토,2009-04-10,,35.1552007712,126.8967505,2022-11-28,3600000,광주광역시 서구
금호종합사회복지관,광주광역시 서구 운천로32번길 23 금호시영3단지아파트,광주광역시 서구 금호동 743-3,금호종합사회복지관,062-376-3017,금호종합사회복지관,60세이상 수급자+저소득노인,중식(11:20~12:00),월+화+수+목+금+토,2002-12-23,,35.1371575243,126.8621300718,2022-11-28,3600000,광주광역시 서구
서구노인종합복지관,광주광역시 서구 군분2로 55 서구노인복지회관,광주광역시 서구 화정동 23-231,서구노인종합복지관,062-447-4090,서구노인종합복지관,60세이상 수급자+저소득노인,중식(11:30~12:30),월+화+수+목+금+토,2008-01-18,,35.15799296,126.8806161408,2022-11-28,3600000,광주광역시 서구
시영종합사회복지관,광주광역시 서구 화정로 87 (쌍촌동),광주광역시 서구 쌍촌동 1228,시영종합사회복지관,062-373-0360,시영종합사회복지관,60세이상 수급자+저소득노인,중식(11:30~12:30),월+화+수+목+금+토,1996-12-23,,35.14517327,126.8668315,2022-11-28,3600000,광주광역시 서구
쌍촌종합사회복지관,광주광역시 서구 쌍학로 47,광주광역시 서구 쌍촌동 1229,쌍촌종합사회복지관,062-375-0036,쌍촌종합사회복지관,60세이상 수급자+저소득노인,중식(11:50~13:00),월+화+수+목+금+토,1995-03-01,,35.1473817149,126.8688313479,2022-11-28,3600000,광주광역시 서구
동작노인종합복지관,서울특별시 동작구 상도로11길 7,서울특별시 동작구 대방동 335-10,동작노인종합복지관,02-823-0064,동작노인종합복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~13:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.50039208,126.9291105,2022-10-14,3190000,서울특별시 동작구
상도종합사회복지관,서울특별시 동작구 상도로39가길 7,서울특별시 동작구 상도1동 456,상도종합사회복지관,02-824-6011,상도종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.50249656,126.9496599,2022-10-14,3190000,서울특별시 동작구
경로식당,강원도 양양군 양양읍 일출로 540,강원도 양양군 양양읍 연창리 203-2,양양군노인복지관,033-673-2686,양양군노인복지관 급식소,기초수급자+차상위계층,중식(12:00-13:00),월+화+수+목+금,2022-04-25,2022-12-31,38.0763936470,128.6267548300,2022-10-13,4350000,강원도 양양군
동구노인복지관,울산광역시 동구 명덕6길 33,울산광역시 동구 서부동 113-190,동구노인복지관,052-252-2118,동구노인복지관,기초수급자 및 차상위계층 등 저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,2006-03-01,,35.524626,129.431459,2023-08-16,3710000,울산광역시 동구
전하노인복지관,울산광역시 동구 진성12길 120,울산광역시 동구 전하동 635-5,동구노인복지관(전하분관),052-716-0030,전하노인복지관,기초수급자 및 차상위계층 등 저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,2007-07-09,,35.51061768,129.4274887,2023-08-16,3710000,울산광역시 동구
남목노인복지관,울산광역시 동구 안산들로 55,울산광역시 동구 서부동 598,남목노인복지관,052-251-5100,남목노인복지관,기초수급자 및 차상위계층 등 저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,2021-03-02,,,,2023-08-16,3710000,울산광역시 동구
복지경로식당,울산광역시 동구 봉수로 24,울산광역시 동구 방어동 914-3,동구여성자원봉사회,052-236-0851,복지경로당,기초수급자 및 차상위계층 등 저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,1999-11-01,,35.489811,129.417091,2023-08-16,3710000,울산광역시 동구
화정주공경로식당,울산광역시 동구 월봉10길 14,울산광역시 동구 화정동 862-2,동구여성자원봉사회,052-236-8965,화정주공경로당,기초수급자 및 차상위계층 등 저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,1998-11-01,,35.49460321,129.4194749,2023-08-16,3710000,울산광역시 동구
나산면 노인복지센터,전라남도 함평군 나산면 함장로 2396,전라남도 함평군 나산면 삼축리 1212-5,나산면 새마을부녀회,061-320-2749,나산면 노인복지센터,식사를 거를 우려가 있는 독거노인,11:30~13:30,4일+14일+24일,2007-01-01,,35.11191075,126.6089902,2022-12-01,4960000,전라남도 함평군
구 해보경로당,전라남도 함평군 해보면 밀재로 1261-7,전라남도 함평군 해보면 금덕리 369,해보면 농가주부모임회,061-320-2778,구 해보경로당,식사를 거를 우려가 있는 독거노인,11:30~13:30,3일+13일+23일,2011-05-01,,35.182299,126.6010873,2022-12-01,4960000,전라남도 함평군
달맞이 문화센터,전라남도 함평군 월야면 밀재로 1491,전라남도 함평군 월야면 월야리 758-15,월야면 적십자회,061-320-2807,달맞이 문화센터,식사를 거를 우려가 있는 독거노인,11:30~13:30,10일+20일+30일,2014-04-01,,35.1803852,126.6250642,2022-12-01,4960000,전라남도 함평군
신광면 노인복지센터,전라남도 함평군 신광면 신광중앙길 63,전라남도 함평군 신광면 백운리 376-2,신광면 새마을부녀회,061-320-2627,신광면 노인복지센터,식사를 거를 우려가 있는 독거노인,11:30~13:30,3일+13일+23일,2019-10-01,,35.15278681,126.496171,2022-12-01,4960000,전라남도 함평군
나주시중부노인복지관,전라남도 나주시 금성길 74(성북동),전라남도 나주시 성북동 66,나주시중부노인복지관,061-333-8900,중부노인복지관,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
나주시노인복지관,전라남도 나주시 예향로 3874(영산동),전라남도 나주시 영산동 155-2,나주시노인복지관,061-334-7726,나주시노인복지관,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2022-12-06,4830000,전라남도 나주시
삼호읍 복지회관,전라남도 영암군 삼호읍 세가래로 88,전라남도 영암군 삼호읍 용앙리 241-6,삼호읍 노인회,061-462-3530,삼호읍 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.74866933,126.474655,2022-11-09,4940000,전라남도 영암군
덕진면 복지회관,전라남도 영암군 덕진면 내촌길 9-2,전라남도 영암군 덕진면 덕진리 189,덕진면 노인회,061-471-1062,덕진면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.816824,126.6970804,2022-11-09,4940000,전라남도 영암군
금정면 복지회관,전라남도 영암군 금정면 용두로 11-19,전라남도 영암군 금정면 용흥리 1148,금정면 노인회,061-473-8676,금정면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.86183332,126.7485736,2022-11-09,4940000,전라남도 영암군
신북면 복지회관,전라남도 영암군 신북면 간은정로 7,전라남도 영암군 신북면 월평리 147-3,신북면 노인회,061-472-9599,신북면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.889664,126.6913535,2022-11-09,4940000,전라남도 영암군
시종면 복지회관,전라남도 영암군 시종면 고분로 10-13,전라남도 영암군 시종면 만수리 909-2,시종면 노인회,061-471-1549,시종면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.86792964,126.6113036,2022-11-09,4940000,전라남도 영암군
도포면 복지회관,전라남도 영암군 도포면 호산로 26,전라남도 영암군 도포면 구학리 614,도포면 노인회,061-471-3193,도포면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2022-01-01,2022-12-31,34.8436043,126.6444892,2022-11-09,4940000,전라남도 영암군
개웅교회,서울특별시 구로구 개봉로20길 91-10,서울특별시 구로구 개봉동 198-6,개웅교회,02-2614-3141,개웅교회 식당,노숙자  노인,11:30~12:30,화+일,2012-11-01,,,,2023-01-27,3160000,서울특별시 구로구
중국동포의집,서울특별시 구로구 남부순환로 1307,서울특별시 구로구 가리봉동 137-22,(사)지구촌사랑나눔,02-849-9988,중국동포의집 쉼터,외국인  노인,12:00~13:00,월+화+수+목+금+토+일,2012-11-01,,,,2023-01-27,3160000,서울특별시 구로구
밥퍼공동체,울산광역시 북구 화봉로 81,울산광역시 북구 화봉동 450-1,밥퍼,052-287-5569,사)행복발전소,60세이상,11:40-12:30,월+화+수+목+금,2012-01-01,,,,2023-06-19,3720000,울산광역시 북구
어르신행복식당,울산광역시 북구 동대8길 40,울산광역시 북구 호계동 262-2,어르신행복식당,052-296-3901,울산북구노인복지관,60세이상,11:30-12:30,월+화+수+목+금,2010-03-01,,35.63126991,129.3538961,2023-06-19,3720000,울산광역시 북구
모라종합복지관,부산광역시 사상구 모라로110번길 129,부산광역시 사상구 모라동 552,모라종합복지관,051-304-9876,모라종합복지관 경로식당,60세이상 수급자 및 저소득노인,중식(12:00~13:00),월+화+수+목+금+토,,,35.18494473,128.9978741,2023-06-27,3390000,부산광역시 사상구
백양종합복지관,부산광역시 사상구 모라로192번길 20-33,부산광역시 사상구 모라3동 75,백양종합복지관,051-305-4286,백양종합복지관 경로식당,60세이상 수급자 및 저소득노인,중식(12:00~13:00),월+화+수+목+금+토,,,35.18372951,128.9993476,2023-06-27,3390000,부산광역시 사상구
학장종합복지관,부산광역시 사상구 학감대로49번길 28-70,부산광역시 사상구 학장동 168-7,학장종합복지관,051-311-4017,학장종합복지관 경로식당,60세이상 수급자 및 저소득노인,중식(12:00~13:00),월+화+수+목+금,,,35.13865144,128.9897444,2023-06-27,3390000,부산광역시 사상구
사상구노인복지관,부산광역시 사상구 가야대로196번길 51,부산광역시 사상구 학장동 288-12 다누림센터 5층,사상구노인복지관,051-325-7555,사상구노인복지관(5층) 경로식당,60세이상 수급자 및 저소득노인,중식(12:00~13:00),월+화+수+목+금,,,35.14744636,128.9948739,2023-06-27,3390000,부산광역시 사상구
신당종합사회복지관,대구광역시 달서구 신당로 55(신당동),대구광역시 달서구 신당동 1846,신당종합사회복지관,053-581-8310,신당종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.85384566,128.4974502,2022-02-28,6270000,대구광역시
(사)사랑해밥차,대구광역시 달서구 대명천로 28,대구광역시 달서구 성당동 202-41,사랑해밥차,053-653-7770,대실역 네거리 만남의광장,노인 및 취약계층,중식(13:00-14:00),금,2014-05-09,,35.83907017,128.5561742,2022-02-28,6270000,대구광역시
안심제1종합사회복지관,대구광역시 동구 안심로22길 3,대구광역시 동구 율하동 1018,전석복지재단,053-962-3831,대구광역시 동구 율하동 1018,노인 및 취약계층,중식,화,,,35.86575864,128.6990552,2022-02-28,6270000,대구광역시
행복한동행,대구광역시 수성구 화랑로34길 17,대구광역시 수성구 만촌동 413-5,행복한동행,053-475-6800,망우공원,노인 및 취약계층,중식,토,,,35.87617784,128.6463463,2022-02-28,6270000,대구광역시
만민교회,대구광역시 달서구 와룡로10길 34,대구광역시 달서구 본동 758,만민교회,053-516-1515,대구광역시 달서구 본동 758,노인 및 취약계층,중식,화,,,35.83644302,128.5388507,2022-02-28,6270000,대구광역시
수서명화종합사회복지관,서울특별시 강남구 광평로51길 49,서울특별시 강남구 수서동 707,수서명화종합사회복지관,02-459-2696,수서명화종합사회복지관,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:30),월+화+수+목+금,,,37.49213604,127.0997527,2023-02-17,3220000,서울특별시 강남구
강남시니어플라자,서울특별시 강남구 봉은사로 332,서울특별시 강남구 역삼동 682-8,강남시니어플라자,02-558-9888,강남시니어플라자,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~13:00),월+화+수+목+금,,,37.50978671,127.0432194,2023-02-17,3220000,서울특별시 강남구
역삼노인복지센터,서울특별시 강남구 도곡로 27길 27,서울특별시 강남구 역삼동 781-34,역삼노인복지센터,02-501-5674,역삼노인복지센터,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:30),월+화+수+목+금,,,37.49453859,127.0418311,2023-02-17,3220000,서울특별시 강남구
논현노인종합복지관,서울특별시 강남구 강남대로128길 59,서울특별시 강남구 논현동 125-13,논현노인종합복지관,02-541-0227,논현노인종합복지관,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:50),월+화+수+목+금,,,37.51206587,127.0260872,2023-02-17,3220000,서울특별시 강남구
자양종합사회복지관,서울특별시 광진구 자양번영로 35(자양동),서울특별시 광진구 자양동 581-2,자양종합사회복지관,02-458-1664,자양종합사회복지관 식당,국민기초생활수급자,중식(11:30~13:00),월+화+수+목+금,2010-01-01,,37.532877,127.0752337,2023-01-17,3040000,서울특별시 광진구
광진노인종합복지관,서울특별시 광진구 군자로 88(군자동),서울특별시 광진구 군자동 364-15,광진노인종합복지관,02-466-6242,광진노인종합복지관 식당,국민기초생활수급자,중식(11:30~13:00),월+화+수+목+금,2010-01-01,,37.551093,127.0715961,2023-01-17,3040000,서울특별시 광진구
세화종합사회복지관,인천광역시 연수구 원인재로 315,인천광역시 연수구 연수동 533,세화종합사회복지관,032-813-2790,각 수급자 가정,거동불편 저소득 재가노인,중식(11:30-13:00),월+화+수+목+금,,,37.42132237,126.6908761,2023-03-31,3520000,인천광역시 연수구
부산진구종합사회복지관,부산광역시 부산진구 복지로117-12,부산광역시 부산진구 개금동 산57-9,부산진구종합사회복지관,051-893-0035,부산진구종합사회복지관,기초수급자+차상위,중식(11:00-13:00),월+화+수+목+금,1993-05-01,,35.1426032,129.0201649,2023-05-08,3290000,부산광역시 부산진구
개금사회복지관,부산광역시 부산진구 백양관문로77번길 145,부산광역시 부산진구 개금동 1-1,개금사회복지관,051-893-5034,개금사회복지관,기초수급자+차상위,중식(11:10-13:00),월+화+수+목+금,1994-11-01,,35.1632683,129.0231116,2023-05-08,3290000,부산광역시 부산진구
당감종합사회복지관,부산광역시 부산진구 당감서로 16,부산광역시 부산진구 당감동 818-220,당감종합사회복지관,051-896-2320,당감종합사회복지관,기초수급자+차상위,중식(11:20-13:00),월+화+수+목+금,1996-02-01,,35.16232413,129.0366013,2023-05-08,3290000,부산광역시 부산진구
전포종합사회복지관,부산광역시 부산진구 전포대로190번길 35,부산광역시 부산진구 전포동 343-5,전포종합사회복지관,070-8933-6375,전포종합사회복지관,기초수급자+차상위,중식(11:00-13:00),월+화+수+목+금,2002-03-01,,35.1536436,129.0675507,2023-05-08,3290000,부산광역시 부산진구
